,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
947,ageofmythologyextendededition,266840.0,2014-05-08,1.0,SkyBox Labs;Ensemble Studios,Microsoft Studios,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Simulation;Strategy,Strategy;RTS;Mythology,70.0,9336.0,1577.0,668.0,859.0,1000000-2000000,22.99
949,bejeweled3,78000.0,2010-12-07,1.0,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0.0,Single-player;Steam Achievements,Strategy;Casual,Casual;Puzzle;Match 3,65.0,2670.0,126.0,85.0,158.0,200000-500000,4.25
951,fableanniversary,288470.0,2014-09-12,1.0,Lionhead Studios,Microsoft Studios,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,RPG,RPG;Classic;Adventure,50.0,4036.0,1119.0,708.0,1052.0,500000-1000000,26.99
952,fallout3gameoftheyearedition,22370.0,2009-12-17,1.0,Bethesda Game Studios,Bethesda Softworks,windows,0.0,Single-player,RPG,Open World;RPG;Post-apocalyptic,0.0,17742.0,4495.0,1242.0,1076.0,2000000-5000000,14.99
954,pegglenights,3540.0,2008-10-15,1.0,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0.0,Single-player,Casual,Casual;Puzzle;Singleplayer,0.0,368.0,24.0,237.0,237.0,200000-500000,4.25
955,postapocalypticmayhem,91900.0,2011-03-17,1.0,Steel Monkeys,Next Dimension Game Adventures Ltd.,windows,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Racing,Racing;Action;Post-apocalyptic,51.0,1219.0,225.0,193.0,193.0,200000-500000,6.99
956,requiem,860270.0,2018-11-02,1.0,Netlex Studio,Netlex Studio,windows,0.0,Multi-player;Online Multi-Player,Action;Massively Multiplayer;RPG;Early Access,Early Access;Action;RPG,0.0,1.0,1.0,0.0,0.0,0-20000,3.99
957,systemshock2,238210.0,2013-05-10,1.0,Irrational Games;Looking Glass Studios,Nightdive Studios,windows;mac,0.0,Single-player;Co-op;Steam Trading Cards,Action;RPG,RPG;Cyberpunk;Horror,0.0,4227.0,274.0,256.0,404.0,500000-1000000,6.99
960,watchdogs,243470.0,2014-05-26,1.0,Ubisoft,Ubisoft,windows,0.0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Hacking;Action,0.0,15159.0,7383.0,1176.0,1343.0,500000-1000000,25.99
961,racecaterhamexpansion,4290.0,2007-06-22,1.0,SimBin,SimBin,windows,0.0,Single-player;Multi-player,Racing,Racing;Simulation,0.0,4.0,2.0,0.0,0.0,0-20000,3.99
962,racethewtccgame,4230.0,2006-11-24,1.0,SimBin,SimBin,windows,0.0,Single-player;Multi-player,Racing,Racing;Simulation,0.0,119.0,43.0,0.0,0.0,200000-500000,25.99
963,thecrew,241560.0,2014-12-19,1.0,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,windows,0.0,Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Multiplayer,0.0,9479.0,4636.0,657.0,725.0,200000-500000,25.99
964,99levelstohell,264280.0,2014-02-19,1.0,Zaxis Games;B-evil,Zaxis Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Rogue-like;Indie;Platformer,22.0,346.0,208.0,157.0,157.0,50000-100000,3.99
965,angryvideogamenerdadventures,237740.0,2013-09-20,1.0,FreakZone Games,Screenwave Media,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Platformer;Indie;Difficult,19.0,2416.0,298.0,157.0,186.0,100000-200000,3.99
966,anomaly2,236730.0,2013-05-15,1.0,11 bit studios,11 bit studios,windows;mac;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Indie;Action,65.0,511.0,121.0,87.0,115.0,200000-500000,11.49
967,ballpointuniverseinfinite,259390.0,2013-12-17,1.0,Arachnid Games,Arachnid Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,27.0,483.0,144.0,504.0,504.0,100000-200000,2.79
968,bridgeconstructor,250460.0,2013-10-16,1.0,ClockStone,Headup Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,Simulation;Casual;Indie,57.0,840.0,286.0,158.0,298.0,200000-500000,6.99
971,cookservedelicious,247020.0,2013-10-08,1.0,Vertigo Gaming Inc.,Vertigo Gaming Inc.,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Simulation;Strategy,Simulation;Indie;Management,52.0,4232.0,235.0,381.0,501.0,200000-500000,6.99
972,dragonballxenoverse,323470.0,2015-02-26,1.0,DIMPS,BANDAI NAMCO Entertainment,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50.0,12601.0,1680.0,2575.0,2530.0,500000-1000000,31.99
975,distance,233610.0,2018-09-18,1.0,Refract,Refract,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Indie;Racing,Racing;Great Soundtrack;Multiplayer,31.0,3989.0,279.0,887.0,1307.0,100000-200000,19.49
978,handoffate,266510.0,2015-02-17,1.0,Defiant Development,Defiant Development,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Card Game;RPG;Action,53.0,8045.0,794.0,371.0,297.0,500000-1000000,14.99
979,herosiege,269210.0,2014-01-29,1.0,Elias Viglione;Jussi Kukkonen,Panic Art Studios,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;RPG,RPG;Rogue-like;Indie,57.0,14929.0,4023.0,803.0,550.0,1000000-2000000,6.99
980,hotlinemiami2wrongnumber,274170.0,2015-03-10,1.0,Dennaton Games,Devolver Digital,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Indie,Great Soundtrack;Gore;Pixel Graphics,29.0,21838.0,1933.0,447.0,309.0,1000000-2000000,11.99
982,lichdombattlemage,261760.0,2014-08-26,1.0,Xaviant,Xaviant Games,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Magic;RPG;Action,59.0,1400.0,1036.0,351.0,366.0,100000-200000,7.19
983,metalslug3,250180.0,2014-02-14,1.0,SNK CORPORATION;DotEmu,SNK CORPORATION,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Arcade;Classic;Action,30.0,5229.0,553.0,212.0,242.0,500000-1000000,5.99
984,mxvsatvreflex,55140.0,2010-11-26,1.0,Double Helix Games;Rainbow Studios;THQ Nordic,THQ Nordic,windows,0.0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing,Racing;Offroad;Motocross,48.0,1599.0,359.0,1024.0,1024.0,200000-500000,14.99
985,magicite,268750.0,2014-06-09,1.0,SmashGames,SmashGames,windows;mac;linux,0.0,Single-player;Multi-player,Action;Adventure;Indie;RPG,Indie;RPG;Rogue-like,0.0,5488.0,936.0,450.0,653.0,200000-500000,7.19
988,mondaynightcombat,63200.0,2011-01-24,1.0,Uber Entertainment,Uber Entertainment,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Strategy;Indie;Sports,Action;Indie;Sports,51.0,720.0,205.0,101.0,101.0,200000-500000,3.99
989,mountyourfriends,296470.0,2014-07-29,1.0,Stegersaurus Software Inc.,Stegersaurus Software Inc.,windows,18.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Simulation;Sports,Comedy;Funny;Sports,8.0,6341.0,329.0,150.0,166.0,500000-1000000,10.99
990,nationred,39800.0,2009-09-03,1.0,DiezelPower,DiezelPower,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Zombies;Action;Indie,145.0,2093.0,272.0,154.0,222.0,200000-500000,1.79
991,needforspeedundercover,17430.0,2008-12-19,1.0,EA Black Box,Electronic Arts,windows,0.0,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Open World;Multiplayer,0.0,2351.0,1081.0,916.0,1046.0,200000-500000,9.99
992,neveralonekisimaingitchuna,295790.0,2014-11-18,1.0,Upper One Games;E-Line Media,E-Line Media,windows;mac;linux,0.0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Indie;Platformer;Local Co-Op,19.0,5175.0,1224.0,232.0,317.0,200000-500000,11.99
994,nuclearthrone,242680.0,2015-12-05,1.0,Vlambeer,Vlambeer,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG,Rogue-like;Indie;Action,44.0,9694.0,405.0,682.0,491.0,500000-1000000,9.29
995,onewayheroics,266210.0,2014-02-28,1.0,Smoking WOLF,AGM PLAYISM,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG,RPG;Rogue-like;Indie,59.0,3349.0,199.0,547.0,718.0,200000-500000,2.29
997,rampageknights,314410.0,2015-09-04,1.0,Rake in Grass,Rake in Grass,windows;mac,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Beat 'em up;Co-op,84.0,2301.0,189.0,290.0,315.0,200000-500000,8.99
998,recettearanitemshopstale,70400.0,2010-09-10,1.0,EasyGameStation,Carpe Fulgur LLC,windows,0.0,Single-player;Partial Controller Support,RPG;Indie,Capitalism;Anime;RPG,0.0,5047.0,183.0,764.0,1136.0,200000-500000,12.99
999,robotrollerderbydiscododgeball,270450.0,2015-02-19,1.0,Erik Asmussen,82 Apps,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Sports,Multiplayer;FPS;Fast-Paced,76.0,3155.0,259.0,303.0,406.0,200000-500000,6.99
1001,sacredcitadel,207930.0,2013-04-16,1.0,Southend,Deep Silver,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action,Action;Beat 'em up;Local Co-Op,35.0,645.0,287.0,220.0,263.0,500000-1000000,7.99
1002,sangfroidtalesofwerewolves,227220.0,2013-04-05,1.0,Artifice Studio,Artifice Studio,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy,Strategy;Tower Defense;Action,33.0,1480.0,209.0,203.0,305.0,200000-500000,0.0
1003,skullgirls,245170.0,2013-08-22,1.0,Lab Zero Games,Marvelous;Autumn Games,windows;mac;linux,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Fighting;2D Fighter;Indie,16.0,14298.0,838.0,347.0,276.0,1000000-2000000,6.99
1007,strikevector,246700.0,2014-01-28,1.0,Ragequit Corporation,Ragequit Corporation,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Commentary available,Action;Indie,Action;Multiplayer;Indie,0.0,1560.0,756.0,97.0,118.0,100000-200000,8.99
1008,tabletopsimulator,286160.0,2015-06-05,1.0,Berserk Games,Berserk Games,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;RPG;Simulation;Strategy,Board Game;Simulation;Multiplayer,27.0,13243.0,777.0,729.0,452.0,1000000-2000000,14.99
1009,thebridge,204240.0,2013-02-22,1.0,Ty Taylor and Mario Castañeda;The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Puzzle;Indie;Casual,20.0,2950.0,374.0,129.0,123.0,500000-1000000,6.99
1010,theevilwithin,268050.0,2014-10-13,1.0,Tango Gameworks,Bethesda Softworks,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action,Horror;Survival Horror;Psychological Horror,71.0,10581.0,2363.0,635.0,898.0,500000-1000000,14.99
1012,thejackboxpartypack,331670.0,2014-11-26,1.0,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0.0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Indie;Strategy,Casual;Local Multiplayer;Funny,20.0,774.0,72.0,30.0,30.0,200000-500000,18.99
1013,theybleedpixels,211260.0,2012-08-29,1.0,Spooky Squid Games Inc.,Spooky Squid Games Inc.,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Difficult;Indie,150.0,1965.0,327.0,300.0,390.0,200000-500000,6.99
1014,townofsalem,334230.0,2014-12-15,1.0,BlankMediaGames,BlankMediaGames,windows;mac,0.0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Cloud,Indie;RPG;Strategy,Strategy;Multiplayer;Mystery,361.0,13329.0,2112.0,2101.0,927.0,500000-1000000,3.99
1016,volgarrtheviking,247240.0,2013-09-13,1.0,Crazy Viking Studios,Adult Swim Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Platformer;Difficult;Action,20.0,1698.0,387.0,231.0,307.0,200000-500000,6.99
1017,waveform,204180.0,2012-03-20,1.0,Eden Industries,Eden Industries,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;Strategy,Indie;Puzzle;Great Soundtrack,65.0,1778.0,345.0,125.0,160.0,500000-1000000,0.79
1018,worms,70640.0,2011-10-19,1.0,Team17 Digital Ltd,Team17 Digital Ltd,windows,0.0,Single-player,Strategy,Strategy;Multiplayer;Turn-Based Strategy,0.0,319.0,53.0,2.0,4.0,200000-500000,4.99
1019,wormsblast,70650.0,2011-10-19,1.0,Team17 Digital Ltd,Team17 Digital Ltd,windows,0.0,Single-player,Casual;Strategy,Casual;Strategy;Puzzle,0.0,102.0,101.0,23.0,46.0,200000-500000,5.59
1020,wormspinball,70660.0,2011-10-19,1.0,Team17 Digital Ltd,Team17 Digital Ltd,windows,0.0,Single-player,Casual,Pinball;Casual;Arcade,0.0,140.0,184.0,11.0,13.0,200000-500000,5.59
1021,wormsultimatemayhem,70600.0,2011-09-28,1.0,Team17 Digital Ltd,Team17 Digital Ltd,windows,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;Multiplayer;Funny,38.0,2188.0,323.0,689.0,1285.0,500000-1000000,10.99
1023,tomclancyssplintercelldoubleagent,13580.0,2009-02-13,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player,Action,Stealth;Action;Third Person,0.0,356.0,454.0,0.0,0.0,200000-500000,8.59
1025,deadspace2,47780.0,2011-01-27,1.0,Visceral Games,Electronic Arts,windows,0.0,Single-player;Multi-player;Partial Controller Support,Action,Horror;Action;Sci-fi,0.0,8943.0,493.0,292.0,272.0,1000000-2000000,14.99
1026,starwarsstarfighter,32350.0,2009-07-08,1.0,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0.0,Single-player;Partial Controller Support;Steam Cloud,Action;Simulation,Action;Simulation;Star Wars,0.0,221.0,235.0,6.0,8.0,500000-1000000,4.79
1030,beamngdrive,284160.0,2015-05-29,1.0,BeamNG,BeamNG,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Racing;Simulation;Early Access,Early Access;Simulation;Driving,7.0,15168.0,1536.0,2038.0,1990.0,500000-1000000,18.99
1031,carmechanicsimulator2015,320300.0,2015-04-23,1.0,Red Dot Games,PlayWay S.A.,windows;mac,0.0,Single-player,Racing;Simulation,Simulation;Building;Singleplayer,0.0,8238.0,827.0,680.0,740.0,500000-1000000,14.99
1033,castlevanialordsofshadowultimateedition,234080.0,2013-08-27,1.0,MercurySteam - Climax Studios,Konami Digital Entertainment,windows,16.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Hack and Slash,47.0,3827.0,953.0,706.0,908.0,200000-500000,19.99
1039,dragonageorigins,17450.0,2009-11-05,1.0,BioWare,Electronic Arts,windows,0.0,Single-player,RPG,RPG;Fantasy;Story Rich,0.0,6207.0,468.0,2061.0,2889.0,500000-1000000,14.99
1040,earth2160,1900.0,2006-04-01,1.0,Reality Pump Studios,Topware Interactive;ACE,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Strategy,Strategy;RTS;Sci-fi,0.0,498.0,238.0,405.0,414.0,1000000-2000000,3.99
1041,evilgenius,3720.0,2009-06-22,1.0,Elixir Studios,Rebellion,windows,0.0,Single-player,Strategy,Base-Building;Strategy;Villain Protagonist,0.0,1847.0,95.0,287.0,318.0,200000-500000,6.99
1042,f12012,208500.0,2012-09-19,1.0,Codemasters Birmingham,Codemasters,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Sports,49.0,1447.0,176.0,1623.0,2887.0,200000-500000,14.99
1043,finalfantasyxiii,292120.0,2014-10-09,1.0,Square Enix,Square Enix,windows,16.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Linear;RPG,35.0,7016.0,2769.0,1497.0,1797.0,500000-1000000,10.99
1044,fablethelostchapters,204030.0,2011-12-19,1.0,Lionhead Studios,Microsoft Studios,windows,0.0,Single-player,Action;Adventure;RPG,RPG;Adventure;Action,0.0,4384.0,364.0,494.0,555.0,500000-1000000,6.99
1045,farmingsimulator15,313160.0,2014-10-30,1.0,Giants Software,Giants Software,windows;mac,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Simulation,Simulation;Multiplayer;Open World,16.0,10219.0,1066.0,1902.0,2660.0,500000-1000000,15.49
1046,farmingsimulator2011,90200.0,2010-10-29,1.0,Giants Software,Giants Software,windows;mac,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Partial Controller Support,Simulation,Simulation;Agriculture;Multiplayer,12.0,338.0,68.0,0.0,0.0,50000-100000,7.19
1048,greedcorp,48950.0,2010-12-10,1.0,Vanguard Games,Vanguard Entertainment Group,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Strategy,Strategy;Turn-Based;Multiplayer,13.0,399.0,68.0,38.0,49.0,200000-500000,6.99
1049,howtosurvive,250400.0,2014-08-29,1.0,Eko Software,505 Games,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,Survival;Zombies;Crafting,43.0,12965.0,2751.0,333.0,256.0,1000000-2000000,10.99
1050,impire,202130.0,2013-02-14,1.0,Cyanide Montreal,Paradox Interactive,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud,Strategy,Strategy;Fantasy;Villain Protagonist,48.0,167.0,208.0,76.0,76.0,100000-200000,14.99
1051,ironbrigade,115120.0,2012-08-13,1.0,Double Fine Productions,Double Fine Productions,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards,Action;Strategy,Tower Defense;Action;Mechs,23.0,573.0,124.0,21.0,31.0,100000-200000,10.99
1053,krater,42170.0,2012-06-12,1.0,Fatshark,Fatshark,windows;mac,0.0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,RPG;Indie;Adventure,41.0,429.0,329.0,369.0,369.0,100000-200000,10.99
1055,metalgearrisingrevengeance,235460.0,2014-01-09,1.0,PlatinumGames,Konami Digital Entertainment,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Great Soundtrack;Action;Hack and Slash,60.0,13722.0,1157.0,863.0,870.0,500000-1000000,19.99
1056,madmax,234140.0,2015-09-01,1.0,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Open World;Action;Post-apocalyptic,49.0,36222.0,3811.0,1030.0,699.0,2000000-5000000,15.99
1057,marswarlogs,232750.0,2013-04-26,1.0,Spiders,Focus Home Interactive,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;Action;Sci-fi,14.0,1403.0,525.0,346.0,346.0,200000-500000,11.99
1058,needforspeedhotpursuit,47870.0,2010-12-14,1.0,Criterion Games,Electronic Arts,windows,0.0,Single-player;Multi-player,Racing,Racing;Multiplayer;Open World,0.0,11405.0,2775.0,467.0,415.0,1000000-2000000,14.99
1059,oforcsandmen,216910.0,2012-10-11,1.0,Cyanide Studio - Spiders Studios,Focus Home Interactive,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;RPG,RPG;Fantasy;Action,45.0,856.0,333.0,143.0,74.0,200000-500000,10.99
1060,oilrush,200390.0,2012-01-25,1.0,Unigine Corp.,Unigine Corp.,windows;mac;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Indie;Strategy,Strategy;Indie;RTS,40.0,173.0,170.0,9.0,9.0,200000-500000,5.59
1061,papoyo,227080.0,2013-04-18,1.0,Minority Media Inc.,Minority Media,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Indie;Adventure;Puzzle,10.0,2405.0,160.0,158.0,158.0,200000-500000,10.99
1064,primeworlddefenders,235360.0,2013-06-05,1.0,Nival,Nival,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie;RPG;Strategy,Tower Defense;Strategy;Indie,134.0,673.0,213.0,739.0,739.0,100000-200000,6.99
1065,qubedirectorscut,239430.0,2014-05-21,1.0,Toxic Games,Toxic Games,windows;mac;linux,0.0,Single-player;Steam Achievements;VR Support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Indie;First-Person,53.0,1194.0,217.0,63.0,76.0,200000-500000,6.99
1067,quantumconundrum,200010.0,2012-06-21,1.0,Airtight Games,Square Enix,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy,Puzzle;First-Person;Comedy,25.0,1224.0,225.0,162.0,220.0,200000-500000,6.99
1069,shift2unleashed,47920.0,2011-03-31,1.0,Slightly Mad Studios,Electronic Arts,windows,0.0,Single-player;Multi-player,Racing,Racing;Simulation;Driving,0.0,1071.0,629.0,0.0,0.0,200000-500000,19.99
1070,spaceengineers,244850.0,2019-02-28,1.0,Keen Software House,Keen Software House,windows,0.0,Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;Simulation;Strategy,Space;Sandbox;Building,27.0,60221.0,9609.0,3739.0,1147.0,2000000-5000000,15.49
1072,spellforceplatinumedition,39540.0,2009-11-03,1.0,Phenomic,THQ Nordic,windows,0.0,Single-player,Action;RPG,RPG;Strategy;Action,0.0,694.0,149.0,2886.0,2886.0,100000-200000,8.99
1073,starwarsrepubliccommando,6000.0,2009-07-08,1.0,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0.0,Single-player;Multi-player;Local Multi-Player;Steam Cloud,Action,Star Wars;Action;FPS,0.0,6392.0,379.0,369.0,265.0,1000000-2000000,7.19
1074,superbrothersswordsworceryep,204060.0,2012-04-16,1.0,Capybara;Superbrothers;Jim Guthrie,Capybara Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Pixel Graphics,14.0,1764.0,489.0,73.0,65.0,500000-1000000,4.99
1080,thelegomovievideogame,267530.0,2014-02-27,1.0,TT Fusion;Traveller's Tales;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,LEGO;Adventure;Action,48.0,1825.0,374.0,570.0,570.0,200000-500000,14.99
1082,valkyriachronicles,294860.0,2014-11-11,1.0,SEGA,SEGA,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG;Strategy,Anime;Strategy;Turn-Based,20.0,8862.0,838.0,892.0,1068.0,500000-1000000,14.99
1090,greygoo,290790.0,2015-01-23,1.0,Petroglyph,Grey Box,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Strategy,Strategy;RTS;Sci-fi,35.0,2342.0,1117.0,434.0,474.0,200000-500000,22.99
1092,adventurecapitalist,346900.0,2015-03-30,1.0,Hyper Hippo Games,Hyper Hippo Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Clicker;Capitalism,31.0,35093.0,4214.0,2747.0,388.0,2000000-5000000,0.0
1093,curseofmermos,352160.0,2015-06-23,1.0,TEAM101,TEAM101,windows,0.0,Single-player;Full controller support,Action;Free to Play;Indie,Free to Play;Indie;Action,0.0,152.0,119.0,88.0,100.0,100000-200000,0.0
