,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
1094,trove,304050.0,2015-07-09,1.0,Trion Worlds,Trion Worlds,windows;mac,0.0,Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Open World;Multiplayer,16.0,47897.0,13708.0,2602.0,184.0,5000000-10000000,0.0
1095,warmode,391460.0,2015-08-25,1.0,Novalink,Novalink,windows,0.0,Multi-player;Steam Trading Cards,Action;Free to Play;Early Access,Early Access;Free to Play;FPS,0.0,8983.0,6166.0,75.0,36.0,2000000-5000000,0.0
1098,crysis,17300.0,2008-09-17,1.0,Crytek,Electronic Arts,windows,0.0,Single-player,Action,FPS;Action;Sci-fi,0.0,6075.0,1277.0,313.0,105.0,1000000-2000000,9.99
1099,europauniversalisiv,236850.0,2013-08-13,1.0,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Grand Strategy;Strategy;Historical,295.0,40346.0,8254.0,8138.0,4572.0,1000000-2000000,34.99
1101,galacticcivilizationsiii,226860.0,2015-05-14,1.0,Stardock Entertainment,Stardock Entertainment,windows,0.0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats,Indie;Strategy,Strategy;Space;Turn-Based Strategy,98.0,6051.0,1891.0,199.0,264.0,500000-1000000,23.79
1103,infestedplanet,204530.0,2014-03-06,1.0,Rocket Bear Games,Rocket Bear Games,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Tower Defense,36.0,1954.0,127.0,2974.0,2974.0,200000-500000,11.39
1105,plagueincevolved,246620.0,2016-02-18,1.0,Ndemic Creations,Ndemic Creations,windows;mac;linux,0.0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Indie,199.0,20081.0,1419.0,585.0,480.0,1000000-2000000,11.99
1106,riskfactions,47800.0,2011-03-08,1.0,Stainless Games,Electronic Arts,windows,0.0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Strategy,Strategy;Board Game;Multiplayer,12.0,405.0,214.0,979.0,1754.0,50000-100000,7.99
1107,sinsofasolarempirerebellion,204880.0,2012-06-12,1.0,Ironclad Games;Stardock Entertainment,Stardock Entertainment,windows,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Indie;Strategy,Strategy;Space;RTS,68.0,8642.0,712.0,507.0,393.0,2000000-5000000,30.99
1114,valiantheartsthegreatwarsoldatsinconnusmmoiresdelagrandeguerre,260230.0,2014-06-25,1.0,Ubisoft Montpellier,Ubisoft,windows,0.0,Single-player,Adventure,Atmospheric;Historical;World War I,0.0,15650.0,709.0,509.0,569.0,200000-500000,12.49
1115,x3reunion,2810.0,2006-07-21,1.0,Egosoft,Egosoft,windows;mac;linux,0.0,Single-player;Captions available;Steam Cloud,Strategy,Space;Simulation;Strategy,0.0,282.0,113.0,831.0,1232.0,200000-500000,9.99
1117,serena,272060.0,2014-01-30,1.0,Senscape,Senscape,windows;mac;linux,0.0,Single-player,Adventure;Indie,Horror;Indie;Free to Play,0.0,4593.0,1342.0,15924.0,6.0,500000-1000000,0.0
1118,callofjuarezboundinblood,21980.0,2009-07-02,1.0,Techland,Ubisoft,windows,0.0,Single-player,Action,Western;Action;FPS,0.0,1121.0,232.0,13.0,13.0,200000-500000,8.59
1119,leadandgoldgangsofthewildwest,42120.0,2010-04-08,1.0,Fatshark,Fatshark,windows,16.0,Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action,Western;Action;Multiplayer,81.0,1471.0,545.0,112.0,128.0,500000-1000000,7.99
1120,devilmaycry4,45700.0,2009-12-22,1.0,Capcom,Capcom,windows,0.0,Single-player;Full controller support,Action;Adventure,Action;Hack and Slash;Character Action Game,0.0,1620.0,144.0,789.0,946.0,200000-500000,15.99
1121,darksidersiideathinitiveedition,388410.0,2015-11-05,1.0,Gunfire Games;Vigil Games;THQ Nordic,THQ Nordic,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,Action;Adventure;Hack and Slash,50.0,5935.0,2063.0,992.0,861.0,1000000-2000000,24.99
1125,enslavedodysseytothewestpremiumedition,245280.0,2013-10-24,1.0,Ninja Theory,BANDAI NAMCO Entertainment,windows,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Adventure;Action;Post-apocalyptic,58.0,3677.0,650.0,185.0,262.0,200000-500000,14.99
1126,finalfantasyxiii2,292140.0,2014-12-11,1.0,Square Enix,Square Enix,windows,16.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Fantasy,31.0,1843.0,1199.0,713.0,1409.0,200000-500000,12.99
1127,hitmancontracts,247430.0,2014-01-21,1.0,Io-Interactive A/S,Io-Interactive A/S,windows,16.0,Single-player,Action,Stealth;Action;Assassin,0.0,1000.0,195.0,15.0,16.0,500000-1000000,8.29
1128,ionball2ionstorm,287120.0,2014-06-06,1.0,Ironsun Studios,KISS ltd,windows,0.0,Single-player;Steam Trading Cards;Steam Leaderboards,Action;Casual,Casual;Action;Arcade,26.0,439.0,164.0,239.0,227.0,200000-500000,2.99
1129,lordsofthefallen,265300.0,2014-10-28,1.0,CI Games;Deck 13,CI Games,windows,16.0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG,Souls-like;RPG;Action,56.0,7393.0,4963.0,456.0,265.0,500000-1000000,23.79
1131,binarydomain,203750.0,2012-04-26,1.0,Devil's Details,SEGA,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Third-Person Shooter;Sci-fi,49.0,4416.0,742.0,639.0,1242.0,500000-1000000,9.99
1132,bloodbowl2,236690.0,2015-09-22,1.0,Cyanide Studios,Focus Home Interactive,windows;mac,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Sports;Strategy,Strategy;Sports;Turn-Based,31.0,2734.0,1085.0,1433.0,1433.0,200000-500000,14.99
1133,deadlypremonitionthedirectorscut,247660.0,2013-10-29,1.0,Rising Star Games,Rising Star Games,windows,18.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Nudity;Violent;Gore;Action;Adventure,Story Rich;Adventure;Horror,60.0,2038.0,916.0,318.0,368.0,200000-500000,19.99
1134,doorkickers,248610.0,2014-10-20,1.0,KillHouse Games,KillHouse Games,windows;mac;linux,0.0,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Simulation;Strategy,Tactical;Strategy;Top-Down,43.0,5834.0,349.0,366.0,483.0,500000-1000000,14.99
1136,f12015,286570.0,2015-07-09,1.0,Codemasters;Feral Interactive (Linux),Codemasters;Feral Interactive (Linux),windows;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing;Sports,Racing;Sports;Simulation,45.0,3834.0,2720.0,305.0,372.0,2000000-5000000,29.99
1137,farcry4,298110.0,2014-12-01,1.0,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,windows,0.0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,0.0,17082.0,4740.0,1062.0,977.0,1000000-2000000,25.99
1139,heartsofironiii,25890.0,2009-08-07,1.0,Paradox Development Studio,Paradox Interactive,windows;mac,0.0,Single-player;Multi-player;Co-op;Steam Trading Cards,Strategy,Grand Strategy;World War II;Strategy,0.0,3298.0,992.0,809.0,1364.0,500000-1000000,7.99
1140,indianajonesandthefateofatlantis,6010.0,2009-07-08,1.0,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0.0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Classic,0.0,597.0,31.0,419.0,804.0,100000-200000,4.79
1141,indianajonesandthelastcrusade,32310.0,2009-07-08,1.0,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0.0,Single-player,Adventure,Adventure;Point & Click;Classic,0.0,121.0,32.0,97.0,194.0,100000-200000,4.79
1143,loom,32340.0,2009-07-08,1.0,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows;mac,0.0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Classic,0.0,306.0,41.0,14.0,28.0,100000-200000,4.79
1147,nosferatuthewrathofmalachi,283290.0,2014-03-06,1.0,Idol FX,Funbox Media Ltd,windows,0.0,Single-player;Steam Trading Cards;Steam Cloud,Action;Adventure,Horror;Action;Vampire,0.0,1880.0,312.0,195.0,223.0,500000-1000000,2.09
1148,projectcars,234630.0,2015-03-15,1.0,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Driving,45.0,8618.0,2720.0,232.0,282.0,1000000-2000000,23.39
1149,rollercoastertycoon2triplethrillpack,285330.0,2014-05-21,1.0,Chris Sawyer Productions,Atari,windows,0.0,Single-player,Simulation;Strategy,Simulation;Management;Classic,0.0,2086.0,336.0,200.0,262.0,500000-1000000,6.99
1150,rollercoastertycoondeluxe,285310.0,2014-05-21,1.0,Chris Sawyer Productions,Atari,windows,0.0,Single-player,Simulation;Strategy,Simulation;Management;Classic,0.0,3049.0,226.0,286.0,346.0,500000-1000000,4.79
1151,stalkercallofpripyat,41700.0,2010-02-11,1.0,GSC Game World,GSC Game World,windows,0.0,Single-player;Multi-player,Action;RPG,Open World;Atmospheric;Post-apocalyptic,0.0,10172.0,470.0,1969.0,3186.0,1000000-2000000,12.99
1152,sleepingdogsdefinitiveedition,307690.0,2014-10-08,1.0,United Front Games;Feral Interactive (Mac),SQUARE ENIX;Feral Interactive (Mac),windows;mac,18.0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Racing,Open World;Action;Martial Arts,59.0,15529.0,1904.0,636.0,602.0,1000000-2000000,19.99
1153,spore,17390.0,2008-12-19,1.0,Maxis™,Electronic Arts,windows,0.0,Single-player,Simulation,Simulation;Sandbox;Open World,0.0,15101.0,2014.0,1142.0,764.0,2000000-5000000,14.99
1154,sporecreepycutepartspack,17440.0,2008-12-19,1.0,Maxis™,Electronic Arts,windows,0.0,Single-player,Simulation,Simulation;Adventure;Open World,0.0,481.0,100.0,171.0,240.0,500000-1000000,9.99
1155,sporegalacticadventures,24720.0,2009-06-26,1.0,EA - Maxis,Electronic Arts,windows,0.0,Single-player,Action;Simulation,Simulation;Action;Space,0.0,1943.0,453.0,1905.0,2286.0,500000-1000000,9.99
1156,thedig,6040.0,2009-07-08,1.0,LucasArts,LucasArts,windows;mac,0.0,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Sci-fi,0.0,575.0,55.0,801.0,801.0,100000-200000,4.79
1157,tomclancyssplintercell,13560.0,2008-04-01,1.0,Ubisoft,Ubisoft,windows,0.0,Single-player,Action,Stealth;Action;Third Person,0.0,900.0,147.0,28.0,28.0,200000-500000,4.29
1158,tomclancyssplintercellchaostheory,13570.0,2009-08-27,1.0,Ubisoft Montreal,Ubisoft,windows,0.0,Single-player,Action,Stealth;Action;Third Person,0.0,1777.0,140.0,22.0,22.0,200000-500000,8.59
1159,wargamereddragon,251060.0,2014-04-17,1.0,Eugen Systems,Focus Home Interactive,windows;mac;linux,0.0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;RTS;Military,0.0,7949.0,1137.0,1702.0,2288.0,500000-1000000,24.99
1165,warmachinetactics,253510.0,2014-11-20,1.0,WhiteMoon Dreams,Privateer Press Interactive,windows,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Strategy,Strategy;Turn-Based;Turn-Based Strategy,121.0,459.0,560.0,273.0,273.0,100000-200000,0.0
1166,bittripbeat,63700.0,2010-11-02,1.0,Gaijin Games,Gaijin Games,windows;mac,0.0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Rhythm;Music,26.0,616.0,140.0,78.0,141.0,200000-500000,6.99
1167,bittrippresentsrunner2futurelegendofrhythmalien,218060.0,2013-02-26,1.0,Gaijin Games,Gaijin Games,windows;mac;linux,0.0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Platformer;Indie;Rhythm,26.0,2615.0,221.0,57.0,90.0,500000-1000000,10.99
1168,deadrising2,45740.0,2010-09-27,1.0,Capcom Vancouver,Capcom,windows,18.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Zombies;Action;Open World,50.0,2713.0,934.0,1108.0,993.0,500000-1000000,14.99
1169,doubledragonneon,252350.0,2014-02-06,1.0,WayForward;Abstraction Games,Midnight City;Majesco Entertainment,windows,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Beat 'em up;Co-op;Great Soundtrack,29.0,1520.0,449.0,182.0,198.0,100000-200000,6.99
1170,flatoutultimatecarnage,12360.0,2008-08-26,1.0,Bugbear Entertainment,Strategy First,windows,0.0,Single-player;Multi-player,Racing,Racing;Destruction;Multiplayer,0.0,1967.0,394.0,37.0,71.0,200000-500000,16.99
1172,onefingerdeathpunch,264200.0,2014-03-03,1.0,Silver Dollar Games,Silver Dollar Games,windows,0.0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Fast-Paced;Indie,152.0,14181.0,256.0,149.0,107.0,500000-1000000,3.99
1173,returntocastlewolfenstein,9010.0,2007-08-03,1.0,Gray Matter Studios,Bethesda-Softworks,windows,0.0,Single-player;Multi-player;Steam Cloud,Action,FPS;Action;Classic,0.0,3084.0,276.0,32.0,48.0,200000-500000,3.99
1175,boundbyflame,243930.0,2014-05-08,1.0,Spiders,Focus Home Interactive,windows;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;Action;Fantasy,41.0,1843.0,943.0,731.0,731.0,200000-500000,14.99
1176,contagion,238430.0,2013-10-25,1.0,"Monochrome, Inc","Monochrome, Inc",windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Zombies;Survival;Action,36.0,9087.0,3585.0,366.0,374.0,1000000-2000000,6.99
1179,deusexhumanrevolutiondirectorscut,238010.0,2013-10-25,1.0,Eidos Montreal;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),windows;mac,16.0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Commentary available,Action;RPG,Cyberpunk;Stealth;RPG,59.0,13044.0,1233.0,947.0,875.0,1000000-2000000,12.99
1181,divinedivinity,214170.0,2012-07-05,1.0,Larian Studios,Larian Studios,windows,0.0,Single-player,RPG,RPG;Fantasy;Isometric,0.0,1432.0,193.0,39.0,59.0,500000-1000000,4.79
1186,grandagesrome,23450.0,2009-03-05,1.0,Haemimont Games,Kalypso Media Digital,windows,0.0,Single-player,Simulation;Strategy,Strategy;City Builder;Simulation,0.0,354.0,138.0,319.0,319.0,200000-500000,6.99
1187,huntedthedemonsforge,22450.0,2011-06-02,1.0,inXile Entertainment,Bethesda Softworks,windows,0.0,Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Third Person,0.0,498.0,213.0,28.0,28.0,100000-200000,3.99
1188,kingarthurtheroleplayingwargame,24400.0,2009-11-24,1.0,NeocoreGames,Paradox Interactive,windows,0.0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,0.0,307.0,113.0,6.0,6.0,200000-500000,7.99
1189,kingsbountythelegend,25900.0,2009-05-01,1.0,1C Entertainment,1C Entertainment,windows;mac,0.0,Single-player;Steam Cloud,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,0.0,1290.0,139.0,356.0,368.0,200000-500000,4.99
1190,knightsofhonor,25830.0,2009-02-04,1.0,Black Sea Studios Ltd,Paradox Interactive,windows,0.0,Single-player;Multi-player,Strategy,Strategy;Medieval;Grand Strategy,0.0,1018.0,89.0,35.0,35.0,100000-200000,7.49
1191,mightmagicxlegacy,238750.0,2014-01-23,1.0,Ubisoft,Ubisoft,windows;mac,0.0,Single-player,RPG,RPG;Turn-Based;Fantasy,0.0,1571.0,780.0,274.0,274.0,100000-200000,20.99
1192,mountblade,22100.0,2008-11-03,1.0,TaleWorlds Entertainment,TaleWorlds Entertainment,windows,0.0,Single-player;Steam Trading Cards;Includes level editor,Indie;RPG,RPG;Medieval;Open World,0.0,3205.0,291.0,415.0,597.0,1000000-2000000,7.99
1200,rebelgalaxy,290300.0,2015-10-20,1.0,Double Damage Games,Double Damage Games,windows;mac,0.0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG;Simulation,Space;Sci-fi;Open World,37.0,5100.0,881.0,618.0,912.0,500000-1000000,14.99
1201,residentevil6biohazard6,221040.0,2013-03-21,1.0,Capcom,Capcom,windows,18.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure,Action;Zombies;Co-op,70.0,14643.0,3904.0,1602.0,1245.0,1000000-2000000,19.99
1203,starruler,70900.0,2010-09-20,1.0,Blind Mind Studios,Blind Mind Studios,windows,0.0,Single-player;Multi-player,Indie;Strategy,Strategy;Space;Indie,0.0,229.0,44.0,5.0,5.0,100000-200000,7.19
1204,starwarstheforceunleashedultimatesithedition,32430.0,2009-12-15,1.0,LucasArts;Aspyr Studios,LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,windows;mac,0.0,Single-player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;Third Person,0.0,2287.0,1389.0,195.0,175.0,1000000-2000000,15.49
1205,stardrive,220660.0,2013-04-26,1.0,Zero Sum Games,Iceberg Interactive,windows,0.0,Single-player;Steam Trading Cards,Indie;Strategy,Strategy;4X;Space,0.0,547.0,729.0,0.0,0.0,100000-200000,22.99
1206,starpointgemini2,236150.0,2014-09-26,1.0,Little Green Men Games,Iceberg Interactive,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Action;RPG;Simulation,Space;Simulation;RPG,52.0,2604.0,1126.0,326.0,292.0,500000-1000000,26.99
1207,theguildiipiratesoftheeuropeanseas,39660.0,2010-06-24,1.0,4 Head Studios,THQ Nordic,windows,0.0,Single-player,Simulation;Strategy,Simulation;Strategy;Medieval,0.0,109.0,49.0,0.0,0.0,200000-500000,8.99
1208,theguildiirenaissance,39680.0,2010-07-28,1.0,Rune Forge,THQ Nordic,windows,0.0,Single-player,Simulation;Strategy,Simulation;Strategy;Economy,0.0,1944.0,482.0,1556.0,1590.0,200000-500000,8.99
1210,twoworldsepicedition,1930.0,2009-04-30,1.0,Reality Pump Studios,Topware Interactive,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,RPG,RPG;Open World;Fantasy,0.0,2656.0,1055.0,484.0,422.0,1000000-2000000,6.99
1211,ufoafterlight,237950.0,2014-01-06,1.0,Altar Games,Bohemia Interactive,windows,0.0,Single-player;Captions available,Indie;Strategy,Strategy;Tactical;Sci-fi,0.0,210.0,140.0,2380.0,2380.0,200000-500000,4.99
1212,xrebirth,2870.0,2013-11-15,1.0,Egosoft,Egosoft,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Action;Simulation,Space;Simulation;Sci-fi,69.0,2832.0,4032.0,1744.0,3386.0,200000-500000,24.99
1214,x3terranconflict,2820.0,2008-10-16,1.0,Egosoft,Egosoft,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Simulation;Strategy,Space;Simulation;Sci-fi,33.0,1633.0,272.0,972.0,1273.0,500000-1000000,15.99
1215,xenonauts,223830.0,2014-06-16,1.0,Goldhawk Interactive,Goldhawk Interactive,windows;mac;linux,0.0,Single-player;Steam Trading Cards,Indie;Simulation;Strategy,Turn-Based Strategy;Strategy;Sci-fi,0.0,2497.0,337.0,880.0,880.0,200000-500000,18.99
